experiment,window,accuracy_mean,accuracy_ci_lo,accuracy_ci_hi,cosine_drift_mean,max_jsd_mean,alert_rate
Natural (Electricity),10,0.6712759381898455,0.6708022240101369,0.6717496523695542,0.012306277751922607,0.42452340592078874,1.0
Natural (Electricity),11,0.7720441501103753,0.7710716386821868,0.7730166615385639,0.0026763582229614256,0.38501186429294504,1.0
Natural (Electricity),12,0.6785518763796908,0.678050239765163,0.6790535129942187,0.012140536308288574,0.4219496183214245,1.0
Natural (Electricity),13,0.6410772626931567,0.6405268012441167,0.6416277241421967,0.014316771030426025,0.447448654721365,1.0
Natural (Electricity),14,0.6327593818984549,0.6321595477439436,0.6333592160529663,0.013938734531402588,0.4367254976460853,1.0
Natural (Electricity),15,0.7241501103752759,0.7235411179177562,0.7247591028327955,0.008804969787597657,0.41103157070012025,1.0
Natural (Electricity),16,0.726887417218543,0.725706349544748,0.728068484892338,0.004262259006500244,0.37639817859506614,1.0
Natural (Electricity),17,0.6841501103752757,0.682227183613082,0.6860730371374695,0.1653912878036499,0.40104105425039704,1.0
Natural (Electricity),18,0.7915584988962475,0.7891914943197499,0.7939255034727452,0.038452858924865725,0.3777646955271695,0.0
Natural (Electricity),19,0.7680105401844532,0.7660832843495476,0.7699377960193589,0.007382757663726806,0.3499836592470515,0.0
